tick,action,target_r,target_c,agent_r,agent_c,reason,chosen_cost,runner_up,margin,entropy,peak_r,peak_c,peak_belief,peak_evidence_ratio,case,agent,policy,seed,committed,findable,attribution,true_r,true_c,shadow_peak_r,shadow_peak_c
5,search,4,12,4,17,moving to last known position,nan,,nan,nan,4,12,nan,nan,3,scripted_sweep,A_uniform,835894097,1,1,11.4039,5,13,5,13
6,search,5,14,4,16,moving to last known position,nan,,nan,nan,5,14,nan,nan,3,scripted_sweep,A_uniform,835894097,1,1,12.584,5,14,5,13
7,search,6,14,4,15,moving to last known position,nan,,nan,nan,6,14,nan,nan,3,scripted_sweep,A_uniform,835894097,1,1,10.2791,6,14,5,13
8,search,6,15,5,15,moving to last known position,nan,,nan,nan,6,15,nan,nan,3,scripted_sweep,A_uniform,835894097,1,1,4.7179,6,15,5,13
0,search,9,18,8,12,moving to last known position,nan,,nan,nan,9,18,nan,nan,4,scripted_sweep,A_uniform,11117006,1,1,10.5767,10,18,9,18
1,search,10,17,9,12,moving to last known position,nan,,nan,nan,10,17,nan,nan,4,scripted_sweep,A_uniform,11117006,1,1,51.6497,10,17,10,17
2,search,10,16,10,12,moving to last known position,nan,,nan,nan,10,16,nan,nan,4,scripted_sweep,A_uniform,11117006,1,1,32.8018,10,16,10,17
3,search,10,15,10,13,moving to last known position,nan,,nan,nan,10,15,nan,nan,4,scripted_sweep,A_uniform,11117006,1,1,22.9617,10,15,10,17
0,search,1,11,11,3,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,11.7903,1,12,1,11
1,search,1,11,10,3,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,11.2896,2,12,1,11
2,search,1,11,10,2,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,10.753,2,11,1,11
3,search,1,11,9,2,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,10.25,2,10,1,11
4,search,1,11,8,2,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,9.7984,3,10,1,11
5,search,1,11,7,2,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,9.3963,3,9,1,11
6,search,1,11,6,2,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,9.0377,4,9,1,11
7,search,5,9,6,3,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,7.4559,5,9,3,9
8,search,5,9,6,4,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,7.4342,6,9,3,9
9,search,5,9,5,4,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,7.2768,7,9,3,9
10,search,5,9,4,4,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,7.1125,8,9,3,9
11,search,5,9,4,5,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,6.9667,8,10,3,9
12,search,5,9,4,6,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,6.8401,8,9,3,9
13,search,5,9,4,7,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,6.7286,8,8,3,9
14,search,9,8,4,8,moving to last known position,nan,,nan,nan,9,8,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.8399,9,8,3,9
15,search,10,8,5,8,moving to last known position,nan,,nan,nan,10,8,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.6544,10,8,3,9
16,search,10,9,6,8,moving to last known position,nan,,nan,nan,10,9,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.5663,10,9,3,9
17,search,10,10,7,8,moving to last known position,nan,,nan,nan,10,10,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.3868,10,10,3,9
18,search,10,11,8,8,moving to last known position,nan,,nan,nan,10,11,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.1911,10,11,3,9
19,search,10,12,9,8,moving to last known position,nan,,nan,nan,10,12,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0717,10,12,3,9
20,search,10,13,10,8,moving to last known position,nan,,nan,nan,10,13,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.024,10,13,4,9
21,search,10,14,10,9,moving to last known position,nan,,nan,nan,10,14,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0062,10,14,5,9
22,search,10,15,10,10,moving to last known position,nan,,nan,nan,10,15,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.002,10,15,5,9
23,search,10,16,10,11,moving to last known position,nan,,nan,nan,10,16,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0005,10,16,5,9
24,search,10,16,10,12,moving to last known position,nan,,nan,nan,10,16,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0011,9,16,6,9
25,search,10,16,10,13,moving to last known position,nan,,nan,nan,10,16,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.002,8,16,6,9
26,search,10,16,10,14,moving to last known position,nan,,nan,nan,10,16,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0034,7,16,6,9
27,search,10,16,10,15,moving to last known position,nan,,nan,nan,10,16,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0054,6,16,6,9
28,search,10,16,10,16,"looking here, 0/4",nan,,nan,nan,10,16,nan,nan,5,scripted_sweep,A_uniform,345867229,1,0,0.0079,6,15,6,9
29,search,10,16,10,16,"looking here, 1/4",nan,,nan,nan,10,16,nan,nan,5,scripted_sweep,A_uniform,345867229,1,0,0.0111,5,15,6,9
30,search,4,15,10,16,moving to last known position,nan,,nan,nan,4,15,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0,4,15,9,10
31,search,4,15,9,16,moving to last known position,nan,,nan,nan,4,15,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0,4,16,9,10
32,search,4,17,8,16,moving to last known position,nan,,nan,nan,4,17,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0,4,17,9,10
33,search,4,18,7,16,moving to last known position,nan,,nan,nan,4,18,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0,4,18,9,11
34,search,4,18,6,16,moving to last known position,nan,,nan,nan,4,18,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0,4,19,9,11
35,search,4,18,6,15,moving to last known position,nan,,nan,nan,4,18,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0,4,20,9,11
36,search,4,18,5,15,moving to last known position,nan,,nan,nan,4,18,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0,4,21,9,11
37,search,4,22,4,15,moving to last known position,nan,,nan,nan,4,22,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0,4,22,9,11
38,search,4,21,4,16,moving to last known position,nan,,nan,nan,4,21,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0,4,21,9,11
39,search,4,20,4,17,moving to last known position,nan,,nan,nan,4,20,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.005,4,20,5,15
40,search,4,20,4,18,moving to last known position,nan,,nan,nan,4,20,nan,nan,5,scripted_sweep,A_uniform,345867229,1,1,0.0103,4,19,5,14
0,search,6,4,11,3,closing on last reading,nan,,nan,nan,6,4,nan,nan,0,degraded_omniscience,A_uniform,7279928,1,1,21.1856,7,4,6,4
1,search,6,4,10,3,closing on last reading,nan,,nan,nan,6,4,nan,nan,0,degraded_omniscience,A_uniform,7279928,1,1,18.1372,8,4,6,4
2,search,6,4,10,2,closing on last reading,nan,,nan,nan,6,4,nan,nan,0,degraded_omniscience,A_uniform,7279928,1,1,36.1974,8,3,6,4
3,search,6,4,9,2,closing on last reading,nan,,nan,nan,6,4,nan,nan,0,degraded_omniscience,A_uniform,7279928,1,1,27.2256,8,2,6,4
0,search,7,6,2,3,closing on last reading,nan,,nan,nan,7,6,nan,nan,1,degraded_omniscience,A_uniform,972299651,1,1,12.913,6,6,7,6
1,search,7,6,3,3,closing on last reading,nan,,nan,nan,7,6,nan,nan,1,degraded_omniscience,A_uniform,972299651,1,1,34.8511,6,5,7,6
2,search,7,6,4,3,closing on last reading,nan,,nan,nan,7,6,nan,nan,1,degraded_omniscience,A_uniform,972299651,1,1,17.2801,6,4,7,5
3,search,7,6,4,4,closing on last reading,nan,,nan,nan,7,6,nan,nan,1,degraded_omniscience,A_uniform,972299651,1,1,0.2163,5,4,7,5
0,search,9,21,12,20,closing on last reading,nan,,nan,nan,9,21,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,19.0044,9,20,9,21
1,search,9,21,11,20,closing on last reading,nan,,nan,nan,9,21,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,18.8703,9,19,9,21
2,search,9,21,10,20,closing on last reading,nan,,nan,nan,9,21,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,17.4749,9,18,9,21
3,search,8,19,9,20,closing on last reading,nan,,nan,nan,8,19,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,12.4524,9,19,9,20
4,search,9,17,8,20,closing on last reading,nan,,nan,nan,9,17,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,0.2481,9,18,9,20
5,search,9,17,9,20,closing on last reading,nan,,nan,nan,9,17,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,0.4741,10,18,9,20
6,search,8,18,9,19,closing on last reading,nan,,nan,nan,8,18,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,4.9021,10,17,9,20
7,search,8,18,8,19,closing on last reading,nan,,nan,nan,8,18,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,5.2909,10,16,9,20
8,search,9,16,8,18,closing on last reading,nan,,nan,nan,9,16,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,0.315,10,15,9,21
9,search,9,18,9,18,"holding on last reading, 0/12",nan,,nan,nan,9,18,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,5.4333,10,14,9,21
10,search,10,17,9,18,closing on last reading,nan,,nan,nan,10,17,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,0,1.1937,9,14,9,21
11,search,10,16,10,18,closing on last reading,nan,,nan,nan,10,16,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,0,2.6182,8,14,9,21
12,search,10,15,10,17,closing on last reading,nan,,nan,nan,10,15,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,1.3768,8,13,9,21
13,search,10,15,10,16,closing on last reading,nan,,nan,nan,10,15,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,2.2654,8,12,9,21
14,search,10,15,10,15,"holding on last reading, 0/12",nan,,nan,nan,10,15,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,2.3067,8,11,9,20
15,search,10,15,10,15,"holding on last reading, 1/12",nan,,nan,nan,10,15,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,3.0233,8,10,9,20
16,search,9,14,10,15,closing on last reading,nan,,nan,nan,9,14,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,0.3485,7,10,9,20
17,search,8,11,10,14,closing on last reading,nan,,nan,nan,8,11,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,0,0.0022,6,10,9,20
18,search,9,10,9,14,closing on last reading,nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,0.0017,5,10,9,20
19,search,9,10,9,13,closing on last reading,nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,0.0085,4,10,9,20
20,search,9,10,9,12,closing on last reading,nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,0.0099,3,10,9,20
21,search,9,10,9,11,closing on last reading,nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,0.0118,2,10,9,18
22,search,9,10,9,10,"holding on last reading, 0/12",nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,0,0.0142,2,11,9,18
23,search,9,10,9,10,"holding on last reading, 1/12",nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,0,0.0171,2,12,9,18
24,search,9,10,9,10,"holding on last reading, 2/12",nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,0,0.0203,2,13,9,18
25,search,9,10,9,10,"holding on last reading, 3/12",nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,0,0.024,2,14,9,18
26,search,9,10,9,10,"holding on last reading, 4/12",nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,0,0.0281,2,13,9,18
27,search,9,10,9,10,"holding on last reading, 5/12",nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,0,0.0325,2,12,9,18
28,search,9,10,9,10,"holding on last reading, 6/12",nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,0,0.0373,2,11,9,18
29,search,9,10,9,10,"holding on last reading, 7/12",nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,0.4996,2,10,10,16
30,search,9,10,9,10,"holding on last reading, 8/12",nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,0.7234,3,10,10,16
31,search,9,10,9,10,"holding on last reading, 9/12",nan,,nan,nan,9,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,0.8932,4,10,10,16
32,search,2,11,9,10,closing on last reading,nan,,nan,nan,2,11,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,0,0.0,5,10,10,16
33,search,3,10,8,10,closing on last reading,nan,,nan,nan,3,10,nan,nan,2,degraded_omniscience,A_uniform,1053741944,1,1,0.0015,6,10,10,14
0,search,4,12,2,20,closing on last reading,nan,,nan,nan,4,12,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,1,14.0746,5,12,4,12
1,search,4,12,3,20,closing on last reading,nan,,nan,nan,4,12,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,1,13.6058,6,12,5,12
2,search,4,12,4,20,closing on last reading,nan,,nan,nan,4,12,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,1,12.9979,6,13,5,12
3,search,4,12,4,19,closing on last reading,nan,,nan,nan,4,12,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,1,12.4159,6,12,5,12
4,search,4,12,4,18,closing on last reading,nan,,nan,nan,4,12,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,1,11.8829,6,13,5,13
5,search,4,12,4,17,closing on last reading,nan,,nan,nan,4,12,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,1,11.4039,5,13,5,13
6,search,4,12,4,16,closing on last reading,nan,,nan,nan,4,12,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,1,20.9068,5,14,5,13
7,search,4,12,4,15,closing on last reading,nan,,nan,nan,4,12,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,1,21.1228,6,14,5,13
8,search,5,13,4,14,closing on last reading,nan,,nan,nan,5,13,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,1,18.1129,6,15,5,13
9,search,5,13,5,14,closing on last reading,nan,,nan,nan,5,13,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,1,18.5394,6,16,5,13
10,search,6,13,5,13,closing on last reading,nan,,nan,nan,6,13,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,16.8577,7,16,5,13
11,search,6,16,6,13,closing on last reading,nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,1,1.6678,8,16,5,13
12,search,5,15,6,14,closing on last reading,nan,,nan,nan,5,15,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,10.3618,9,16,5,13
13,search,6,16,5,14,closing on last reading,nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,1,10.0925,10,16,5,13
14,search,6,16,6,14,closing on last reading,nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,9.1504,10,15,5,13
15,search,6,16,6,15,closing on last reading,nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,8.5606,10,14,5,13
16,search,6,16,6,16,"holding on last reading, 0/12",nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,8.1251,10,15,5,13
17,search,6,16,6,16,"holding on last reading, 1/12",nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,7.7831,10,14,5,13
18,search,6,16,6,16,"holding on last reading, 2/12",nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,7.5067,10,15,5,13
19,search,6,16,6,16,"holding on last reading, 3/12",nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,7.279,10,14,5,13
20,search,6,16,6,16,"holding on last reading, 4/12",nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,7.0886,9,14,5,13
21,search,6,16,6,16,"holding on last reading, 5/12",nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,6.9275,8,14,5,13
22,search,6,16,6,16,"holding on last reading, 6/12",nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,6.7898,8,13,5,13
23,search,6,16,6,16,"holding on last reading, 7/12",nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,6.6709,8,12,5,13
24,search,6,16,6,16,"holding on last reading, 8/12",nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,6.5674,8,11,5,13
25,search,6,16,6,16,"holding on last reading, 9/12",nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,6.4767,8,10,5,13
26,search,6,16,6,16,"holding on last reading, 10/12",nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,6.3965,7,10,5,13
27,search,6,16,6,16,"holding on last reading, 11/12",nan,,nan,nan,6,16,nan,nan,3,degraded_omniscience,A_uniform,835894097,1,0,6.3252,6,10,5,13
28,resume_post,2,20,6,16,"contact lost, returning to post",nan,,nan,nan,2,20,nan,nan,3,degraded_omniscience,A_uniform,835894097,0,0,0.1854,5,10,5,13
0,search,9,18,8,12,closing on last reading,nan,,nan,nan,9,18,nan,nan,4,degraded_omniscience,A_uniform,11117006,1,1,10.5767,10,18,9,18
1,search,9,18,9,12,closing on last reading,nan,,nan,nan,9,18,nan,nan,4,degraded_omniscience,A_uniform,11117006,1,1,0.7243,10,17,10,17
2,search,9,18,10,12,closing on last reading,nan,,nan,nan,9,18,nan,nan,4,degraded_omniscience,A_uniform,11117006,1,1,0.7985,10,16,10,17
3,search,9,18,10,13,closing on last reading,nan,,nan,nan,9,18,nan,nan,4,degraded_omniscience,A_uniform,11117006,1,1,2.3179,10,15,10,17
0,search,1,11,11,3,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,11.7903,1,12,1,11
1,search,1,11,10,3,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,11.2896,2,12,1,11
2,search,1,11,10,2,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,10.753,2,11,1,11
3,search,1,11,9,2,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,10.25,2,10,1,11
4,search,1,11,8,2,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,9.7984,3,10,1,11
5,search,1,11,7,2,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,9.3963,3,9,1,11
6,search,1,11,6,2,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,9.0377,4,9,1,11
7,search,1,11,6,3,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,3.3267,5,9,3,9
8,search,1,11,6,4,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,3.813,6,9,3,9
9,search,1,11,5,4,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,4.1868,7,9,3,9
10,search,1,11,4,4,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,4.467,8,9,3,9
11,search,1,11,4,5,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,4.6756,8,10,3,9
12,search,1,11,4,6,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,4.8307,8,9,3,9
13,search,1,11,4,7,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,4.9462,8,8,3,9
14,search,1,11,4,8,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,5.9084,9,8,3,9
15,search,1,11,3,8,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,6.2299,10,8,3,9
16,search,1,11,2,8,closing on last reading,nan,,nan,nan,1,11,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,6.0368,10,9,3,9
17,search,9,8,1,8,closing on last reading,nan,,nan,nan,9,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,1.013,10,10,3,9
18,search,10,8,2,8,closing on last reading,nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,0.6241,10,11,3,9
19,search,10,8,3,8,closing on last reading,nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,0.6661,10,12,3,9
20,search,10,8,4,8,closing on last reading,nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,0.711,10,13,2,9
21,search,10,8,5,8,closing on last reading,nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,0.7578,10,14,2,9
22,search,10,8,6,8,closing on last reading,nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,1,0.8059,10,15,2,9
23,search,10,8,7,8,closing on last reading,nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,0.8548,10,16,2,9
24,search,10,8,8,8,closing on last reading,nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,0.9042,9,16,2,9
25,search,10,8,9,8,closing on last reading,nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,0.9538,8,16,2,9
26,search,10,8,10,8,"holding on last reading, 0/12",nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,1.0033,7,16,2,9
27,search,10,8,10,8,"holding on last reading, 1/12",nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,1.0525,6,16,2,9
28,search,10,8,10,8,"holding on last reading, 2/12",nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,1.1013,6,15,2,9
29,search,10,8,10,8,"holding on last reading, 3/12",nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,1.1494,5,15,2,9
30,search,10,8,10,8,"holding on last reading, 4/12",nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,1.1969,4,15,2,9
31,search,10,8,10,8,"holding on last reading, 5/12",nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,1.2434,4,16,2,9
32,search,10,8,10,8,"holding on last reading, 6/12",nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,1.2891,4,17,2,9
33,search,10,8,10,8,"holding on last reading, 7/12",nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,1.3337,4,18,2,9
34,search,10,8,10,8,"holding on last reading, 8/12",nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,1.3774,4,19,2,9
35,search,10,8,10,8,"holding on last reading, 9/12",nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,1.4199,4,20,2,9
36,search,10,8,10,8,"holding on last reading, 10/12",nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,1.4613,4,21,2,9
37,search,10,8,10,8,"holding on last reading, 11/12",nan,,nan,nan,10,8,nan,nan,5,degraded_omniscience,A_uniform,345867229,1,0,1.5016,4,22,2,9
38,resume_post,11,3,10,8,"contact lost, returning to post",nan,,nan,nan,11,3,nan,nan,5,degraded_omniscience,A_uniform,345867229,0,0,0.0,4,21,2,9
